,Unnamed: 0,title,artist,lyric
82,82,시선의 도착,Yellingcat,"관심 없는듯한 태도 널 안 보는듯해도
알고 있어 보고 있어 너를 난
네가 날 바라봐도 네가 잠시 떠나도
알고 있어 보고 있어
모르는 거야 그런 널
난 처음부터 좋아했어
너의 눈 한결같았던 시선의 도착

내가 머물렀던 자린 항상 네가 있었던 걸 알아
괜히 너를 귀찮듯이 막 대해도
여전히 너는
전혀 미동 없이 나를 보고 웃어주었어
다른 곳을 보며 머쓱 거리는 건
그런 널 나도 좋아해서라고

여전한 너의 모습 날 보고 웃는 모습
알고 있어 보고 있어 너를 난
하지만 너 모르게 전혀 티 나지 않게
좋아했어 사랑했어
모르는 거야 사실 난
널 처음부터 좋아했어
나의 눈 한결같았던 시선의 도착

내가 머물렀던 자린 항상 네가 있었던 걸 알아
괜히 너를 귀찮듯이 막 대해도
여전히 너는
전혀 미동 없이 나를 보고 웃어주었어
다른 곳을 보며 머쓱 거리는 건

네가 머물렀던 자린 항상 내가 있었던 걸 알까
괜히 너를 귀찮듯이 막 대해도
사실 내 맘은
네가 미치도록 사랑스러웠다고
가끔 너를 빤히 보며 웃은 건
내가 널 많이 좋아해서라고"
83,83,모를 말들,아도레 (adore),"여름을 미워할
봄은 없다고
사람 마음도 그냥 계절처럼
지나가는 거라고

너 뭐라 하는 거야
갑자기 시를 쓰는 거야 왜
좋아했다는 건지 했었단 건지
할 수 있었는데 안 했다는 건지 예

우린 그저 쉬운 문제를 두고
괜히 답안지만 꾸며댔나 봐
그랬다가 시간만 다 흘러간 채로
정작 풀었어야 할 숙제는
집에다 전부 쌓아두고서

멍청해 만약 내게
솔직함을 마주한다면
전에 없던 용기를 만나면
말해줘 마음속 있는 모습 그대로
보여달라 말하고 싶지만

넌 그렇게
모를 말들만 남겨둔 채
나를 떠나가지만
시린 미소만 짓네

물이 들 때쯤에
넌 그렇게
또 모를 말들만 남겨둔 채
떠났네
넌 참 사랑 같은 사람이었어
내 자랑이 됐다고 말하네
모르겠어 울까 웃을까 나

가까운 말보단
차라리 긴 시간이
우릴 붙여주진 않을까

넌 그렇게
모를 말들만 남겨둔 채
나를 떠나가지만
시린 미소만 짓네

물이 들 때쯤에
넌 그렇게
또 모를 말들만 남겨둔 채
떠났네
넌 참 사랑 같은 사람이었어
내 자랑이 됐다고 말하네
모르겠어 울까 웃을까 나"
84,84,내 뒤엔 그대가 있어 (Feat. 김기웅),E℃ (이섭씨),"미안하다 네게 지난날 했었던
지킬 수 없었던 약속
지금 내가 먼저 잡은
네 작은 손만큼은
먼저 놓지 않을 거야
다짐에 다짐한다
내 뒤엔 그대가 있어
거친 들판에도 서있을 수 있어
내 안에 그대가 있어
숨마저 뜻대로 쉴 수 없는 세상이지만
널 품에 안으면
난 두렵지가 않아
험한 세상에서 널 위해 버티자
오늘도 했었던 다짐
실은 세상에 치이고
상처의 휘둘리며
어느새 지쳐가지만
세상에 지지 말자
내 뒤엔 그대가 있어
거친 들판에도 서있을 수 있어
내 안에 그대가 있어
숨마저 뜻대로 쉴 수 없는 세상이지만
널 품에 안으면
난 두렵지가 않아
내가 믿지도 않던 신에게
감사에 기도를 올렸던 날들
내 뒤엔 그대가 있어
거친 들판에도 서있을 수 있어
내 안에 그대가 있어
숨마저 뜻대로 쉴 수 없는 세상이지만
먼 훗날 내 곁에서
남아있을 네게
아픔도 어떤 후회도
주지 않을 거야
그럴 거야
세상에 외칠 거야
우리의 얘기를
과거로 두지는 않을 거야
널 품에 안으면
난 두렵지가 않아"
85,85,오렌지 게임,영칼로리,"상큼하고 달달한
속이 꽉 찬 오렌지
황금빛이 흘러넘치는
향긋하게 깊이 퍼지는
느낌 너무 좋아

추운 계절을 지나
강렬한 태양을 담아
입안에서 톡톡 터지는
과즙이 팡팡 퍼지는
느낌 너무 좋아

오렌지 새콤달콤 맛있는 오렌지
오렌지 탱글탱글 맛있는 오렌지
머릿속에 빙글빙글 계속 계속 맴돌아

오렌지 game

오렌지 오렌지 오렌지 오렌지
오렌지 오렌지 오렌지 오렌지
오렌지 오렌지 오렌지 오렌지
새콤달콤 맛있는 오렌지

오렌지 game


멀리서도 향긋한
오렌지색 찬란한
입안에서 톡톡 터지는
과즙이 팡팡 퍼지는
느낌 너무 좋아

오렌지 새콤달콤 맛있는 오렌지
오렌지 탱글탱글 맛있는 오렌지
머릿속에 빙글빙글 계속계속 맴돌아

황금빛 태양 주황빛으로 물들어
한입 깨물면 흘러넘치는 달콤한 미소

오렌지 새콤달콤 맛있는 오렌지
오렌지 탱글탱글 맛있는 오렌지
머릿속에 빙글빙글 계속계속 맴돌아

오렌지 game

오렌지 오렌지 오렌지 오렌지
오렌지 오렌지 오렌지 오렌지
오렌지 오렌지 오렌지 오렌지
새콤달콤 맛있는 오렌지

오렌지 game"
86,86,퍼즐 (PUZZLE),21C BAND (21세기 밴드),"많은 날들을 나 홀로 아쉬워하고
긴 시간을 나 홀로 바라만 보는 거야
진정 필요로 함을 그대는 모르는지
멀리서 그대 이름만 부르면서 있잖아

많은 밤 들을 슬퍼하고 그대 생각에 눈물 짓고
사랑할 수 없는 까닭에 남 몰래 바라보다
사랑함으로 말없이 그대 이름만 부르다
멀리서 두 눈을 감네

긴 밤을 나 홀로 그대는 알고 있는지
이렇게 나만 그대를 기다리는지
알 수 없는 밤은 침묵으로 날 이끌고
기나긴 한숨에 남 몰래 잠드는 거야


많은 날들을 나 홀로 아쉬워하고
긴 시간을 나 홀로 바라만 보는 거야
진정 필요로 함을 그대는 모르는지
멀리서 그대 이름만 부르며 서 있잖아

많은 밤들을 슬퍼하고 그대 생각에 눈물 짓고
사랑할 수 없는 까닭에 남 몰래 바라만 보다
사랑함으로 말없이 그대 이름만 부르다
멀리서 두 눈을 감네

긴 밤을 나 홀로 그대는 알고 있는지
이렇게 나만 그대를 기다리는지
알 수 없는 밤은 침묵으로 날 이끌고
기나긴 한숨에 남 몰래 잠드는 거야


이렇게 나는 내 얘기를 하고 있지만
널 향한 내 이야기라는 걸 그대는 모를 거라는

알 수 없는 슬픔에 갑자기 목이 메이고
어느새 넌 내게 안기어 울고 있잖아-

라라라 라라 라라 라랄라
라라 라랄 랄랄라 라라 랄라 라라…."
87,87,코발트블루,Moody,"Where are you now?
어딘가 낯선듯한 기분
Why don't you look at me now?
이끌리는 시선대로 가보는 거야
불어오는 바람은 blue
이름 모를 이곳에 담겨진 것들을
베어 문 듯 고이 품고
그 곳에서 만나자

어디선가 들려오는 소리를 찾아 헤매던
지샌 하늘 위로 지금 fly fly away
깊어지는 마음 위로 어떤 소리가 들리니?
또 다시 불어오는

바람 속에 너를 품에 안고
깨지 않은 꿈을 고이 접어
저 높이 피어나는 새벽 별
이젠 너에게 전해지길
깊어지는 마음을 뒤로 하고
깨지 않은 꿈을 고이 접어
저 높이 파래지는 계절아
너와 나의 코발트블루

어떤 감정의 색이 보이는 거야?
널 보는 내 눈빛은 무슨 빛이야?
베어 문 듯 물들어진 마음이 umm
어디든지 가보자

어디선가 들려오는 소리를 찾아 헤매던
지샌 하늘 위로 지금 fly fly away
깊어지는 마음 위로 어떤 소리가 들리니?
또 다시 불어오는

바람 속에 너를 품에 안고
깨지 않은 꿈을 고이 접어
저 높이 피어나는 새벽 별
이젠 너에게 전해지길
깊어지는 마음을 뒤로 하고
깨지 않은 꿈을 고이 접어
저 높이 파래지는 계절아
너와 나의 코발트블루

지쳐버린 날들 속에 그 끝엔 네가 있으니
안녕 지나온 계절 아래 run higher

깊은 밤은 우릴 품고
깨지 않은 꿈을 고이 접어
저 높이 피어나는 새벽 별
이젠 너에게 전해지길
깊어지는 마음을 뒤로하고
깨지 않은 꿈을 고이 접어
저 높이 파래지는 계절아
너와 나의 코발트블루"
88,88,Not Guilty,zipma,"On ashen lands where teardrops fell,
Stand powerful few, who stories tell,
Hear the cry, don't let quell,
Echoes of children, through depth of hell.

Mother's arms bereft of her heavenly seed,
Innocence crucified by armies creed,
The old watch as memories bleed,
Wars, only leave us with hearts that grieve.

Rise, oh voice, from the rubble and the smoke,
Speak for the silent, of the pain invoke,
Be the light, against tyranny be the cloak,
This grave concern, let's share till the end of yoke.

Faces of despair, etched on elder's guise,
Desolate homes, as freedom's price.
Courage cupped in children's eyes,
From the ashes, a new Phoenix must rise.

Sing, oh voice, with a powerful plea,
Stand for the oppressed, set the captives free.
Be the love, in this world of decree,
This grave concern, echoes in you and me.

On the battleground, where life ain't a choice,
Barefoot on shards, rise and voice.
For the women, the aged, child's warm rejoice,
Break the chains, together we make some noise.

Cry, oh voice, let the heavens hear,
In the face of injustice, let's stand clear.
Be the strength, wipe off every tear,
This grave concern, let's shoulder with no fear.

In the memory of departed fond,
May peace prevail, be the sacred bond.
Till the last breath, to freedom, we correspond,
This grave concern, of which we're commonly fond."
89,89,함께 새로운 세상을 꿈꾸며,zipma,"처음부터 우린 함께였어
힘으로 견뎌온 그 시련들
은근히 스며든 공허한 세상
동정하지 않고 이길 때가 왔어

사회의 그늘 아래 뉴클리어
억압과 차별 가득한 세계
마음을 풀어보면 감춰져 있는
역사의 아픔이 여기에 번져있어

두려움을 헤쳐나가고
대립과 폭력에 맞설 때
희망을 향해 달려가는
너와 내가 있으면 모든 게 다 가능해

바꿀 수 없는 나의 색깔, 형태
모든 건 다름 아니라 완성
공평과 정의를 향해 피어나는
청춘이 그려내는 향기로운 라떼
구독과 좋아요는 필수
향기로운 세상

꿈을 안고 함께 걷는 길에서
한 걸음 한 걸음 나아갈 때
우리가 만들어갈 앞으로의
같은 꿈에 흔들림 없이 앞으로 가

누구나 달라도 OK
차이가 있는 게 매력이야
함께 손을 잡고 우리가
잃어버린 가치를 찾아갈 테니

힘차게, 당당하게 일어서
끝없는 불평등과 부당함에 맞서
우리의 목소리, 흔들림 없이
끝까지, 함께 새로운 세상을 꿈꾸어

저 달빛이 비추는 어둠 속에도
끝없이 피어나는 빛의 소리가
여기, 우리의 희망을 노래할게
가끔씩 힘들어도 우리 함께 하니까

우리 다 함께 목소리를 높여
부조리에 대항해 세상을 향해 외쳐
우린 함께 하나 되어
같이 사는 세상 만들어 가요

기회가 따로 없다는 세상에서
모두가 똑같은 꿈을 이루길 희망해
서로의 손을 꼭 잡고 나아갈 때
부조리애 맞설 수 있어"
90,90,부둣가,Hazy Dawn,"새벽녘 부둣가 늘어지는 밤을 붙잡고 있는
소년의 눈동자 그 안에 비친 파란 파도
부서지는 저 흰 거품처럼 사라진 인어공주의
이야기는 현실이 아닌 걸 깨달았을 때쯤

발목을 적시며 인사를 건네는 널 봤어
사라져가는 저 별빛을 담으며 일렁거리는
붉게 물들여지는 그 끝을 함께 가보자고
한 번, 그다음부턴 자유가 될 거야

파도에 휩쓸려 그렇게 이야긴 시작된 거야
행방불명이라는 말은 말아줘 이건 여행이니까
부둣가에 소년은 그렇게 어른이 되는
길을 떠났어 푸른 파도와 함께

Go by Good bye
It's not missing, Beginning of our journey

멀어진 부둣가 늘어지는 맘을 붙들고 있는
소년의 가슴속 무한히 펼쳐진 푸른빛
무너지는 저 모래성처럼 영원한 건 없다는 듯이
미래는 지금도 수없이 바뀌고 있다고

손등을 간질여 장난을 치는 듯 한 너는
물들여가는 저 햇빛을 비추며 일렁거리는
밝게 빛나고 있는 저 위로 날아가보자고
두 번, 자 이제부턴 무서울 게 없어

저 파도에 휩쓸려 그렇게 이야긴 시작된 거야
행방불명이라는 말은 말아줘 이건 여행이니까
부둣가에 소년은 그렇게 어른이 되는
길을 떠났어 푸른 파도와 함께

낯설고 두려운 것들로 빼곡히 채워질 거야
하얀 내 피부엔 상처가 화려히 수 놓이겠지

사라진 게 아냐 있었단 건 변하지 않아
잠시 떠나갈 뿐 푸른 파도에 내 몸을 맡긴 채

파도에 휩쓸려 그렇게
행방불명이란 말은 말아 이건 그저 그런
부둣가의 소년이 그렇게 어른이 되는
길을 떠나는 여행 이야기니까

찬란한 이야기는 시작돼 결말은 비밀이야
날 향해 사라졌다 말해도 난 여기 숨 쉬는 걸
부둣가에 소년은 그렇게 저 넓은 세상으로
떠났어 푸른 파도와 함께

Go by Good bye
It's not missing, Beginning of our journey
Go by Good bye
It's not missing, Beginning of our journey"
91,91,이로치,가윌 (Gawill),"기억하고 싶지 않은 날이 떠오를 때
너는 너만의 색깔이 없는 것 같다고
라는 말이 내 안에 깊게 박힌 후에
닥치는 대로 이 몸뚱아리에 퍼부어 난

누구보다 먼저
저 별이 됐던 너는
알게 됐다면 알려주지 않겠어?

색이 다른 사람 너머에
다양한 모습 속에서 빛을 볼 때도
여전히 홀로
반복되는 색칠 쌓여가는 덧칠
탁해진 물감 지워서
될 거야 색 다른 빛

개성 있단 건 뭘까
나다운 게 대체 뭐야
너 같은 성격으로는
절대로 할 수 없다던 그 말
부정해왔지 헛소리야 역시
그럴듯했던 스케치
떨리는 손끝 실수는 없이
시뻘겋게 칠해

누구보다 먼저
저 별이 됐던 너는
알게 됐다면 알려주지 않겠어?

색이 다른 사람 너머에
다양한 모습 속에서 빛을 볼 때도
여전히 홀로
반복되는 색칠 쌓여가는 덧칠
탁해진 물감 지워서
될 거야 색 다른 빛

누구보다 먼저
저 별이 됐던 너는
알게 됐다면 알려주지 않겠어?

죽기 전에 넌
평생 패배자로 살 수밖에 없을까
하며 내게 한탄했었지
이젠 똑같이 난

너처럼 지워지고파
아 그래도 죽는 건 무서워
oh
이로치가 아녀도 좋아
어떤 색이든 나를 채우길 바라
oh

요즘 그게 유행인가 봐
고개 숙이고 낙담하고 슬퍼하는 게
끝에는 자살
어릴 적 우리가 상상했던 모습
많이 다르겠지만
나 사실 유행은 안 타"
92,92,Welcome to the Show,DAY6 (데이식스),"이젠 혼자가 아닐 무대
너무나 감격스러워
끝없는 가능성 중에
날 골라줘서 고마워

나와 맞이하는 미래가
위태로울지도 몰라
하지만 눈물 가득한
감동이 있을지도 몰라

그래도
내 손
놓지 않겠다면
If so
Then let's go
Welcome to the show

Oh

이것만큼은 맹세할게
내 전부를 다 바칠게
네 눈빛 흔들리지 않게
널 바라보며 서 있을게

알아 너의 결정이
쉽지 않았을 거야
후회 없게 하는 건
이제 나의 몫이야

끝까지
같이
함께 가겠다면
If so
Then let's go
Welcome to the show

Oh

이것만큼은 맹세할게
내 전부를 다 바칠게
네 눈빛 흔들리지 않게
널 바라보며 서 있을게

막이 내릴 그날에도
그때도 네 손 꼭 잡은 채

너라서 행복했다고
서로가 말할 수 있도록

이것만큼은 맹세할게
내 전부를 다 바칠게
네 눈빛 흔들리지 않게
널 바라보며 서 있을게

Oh
Oh"
93,93,"How Time Flies (Feat. BIGONE, Dive)",도한세,"이제 난 떠날래 그냥 이렇게
내 발걸음이 닿는 대로
저 높은 하늘은 지붕이 되어
바위를 베개 삼은 채로

내 속을 한 번 들여다보면
아직도 불같이 타오르고
시간 지나 빛바랜 건 없어
눈 부신 청춘이여

더는 내가 나의 한계를
두지 않기로 했어
결국 정답을 찾을게
복잡한 미로에서

How Time Flies
I've gotta go now
기회를 잡아

How Time Flies
I've gotta go now
행복을 찾아

빠른 시간 뒤에 후회 없게
지금 당장 미련 없이 떠나 Wow
How Time Flies

How Time Flies

How Time Flies

멈추면 잡힐 것 같던
그 시간들 속에
영원할 줄만 알았던
도망자 같은 삶에

I've gotta go
그리웠던 평온함
내가 이제 널 망쳐 놓겠어

How Time Flies
I've gotta go now
기회를 잡아

How Time Flies
I've gotta go now
행복을 찾아

빠른 시간 뒤에 후회 없게
지금 당장 미련 없이 떠나 Wow
How Time Flies

욕심 하나 없다는 게
그게 지금 말이 돼
나의 곳을 향해서
그런 너의 꿈들을 향해서

I need more
나를 맑게 해줄 무엇들이
아니면 전부 다 치워
멀리 더 멀리

How Time Flies
I've gotta go now
기회를 잡아

How Time Flies
I've gotta go now
행복을 찾아

빠른 시간 뒤에 후회 없게
지금 당장 미련 없이 떠나 Wow
How Time Flies

How Time Flies"
